election_year,borough,ward,candidate,party,party_normalised,votes,elected,seat_position,ward_total_votes,vote_share_pct,rank_in_ward,winning_party,winning_margin,turnout_pct,verified_ballots,rejected_ballots,party_colour,source_url,data_status,previous_election_swing,geo_reference
2026,Greenwich,Abbey Wood,AYDIN Grace,Local Conservatives,Conservative Party,407,False,Not Elected,11916,3.42,10,Labour Party,128,37.0,4250,,#0087DC,https://www.royalgreenwich.gov.uk/council-and-elections/elections-and-voting/2026-local-elections-results,official_declared,,
2026,Greenwich,Abbey Wood,BEALES Annabel,Green Party,Green Party,1273,False,Not Elected,11916,10.68,4,Labour Party,128,37.0,4250,,#02A95B,https://www.royalgreenwich.gov.uk/council-and-elections/elections-and-voting/2026-local-elections-results,official_declared,,
2026,Greenwich,Abbey Wood,COUSINS Ann-Marie Imani,Independent,Independent,783,False,Not Elected,11916,6.57,9,Labour Party,128,37.0,4250,,#94A3B8,https://www.royalgreenwich.gov.uk/council-and-elections/elections-and-voting/2026-local-elections-results,official_declared,,
2026,Greenwich,Abbey Wood,CRESWELL Tom,Labour Party,Labour Party,1538,True,Elected,11916,12.91,1,Labour Party,128,37.0,4250,,#E4003B,https://www.royalgreenwich.gov.uk/council-and-elections/elections-and-voting/2026-local-elections-results,official_declared,,
2026,Greenwich,Abbey Wood,DAWODU Jummy,Labour Party,Labour Party,1410,True,Elected,11916,11.83,2,Labour Party,128,37.0,4250,,#E4003B,https://www.royalgreenwich.gov.uk/council-and-elections/elections-and-voting/2026-local-elections-results,official_declared,,
2026,Greenwich,Abbey Wood,GALLIE Simon,Local Conservatives,Conservative Party,357,False,Not Elected,11916,3.0,11,Labour Party,128,37.0,4250,,#0087DC,https://www.royalgreenwich.gov.uk/council-and-elections/elections-and-voting/2026-local-elections-results,official_declared,,
2026,Greenwich,Abbey Wood,GURUNG RANABHAT Gaumaya,Labour Party,Labour Party,1292,True,Elected,11916,10.84,3,Labour Party,128,37.0,4250,,#E4003B,https://www.royalgreenwich.gov.uk/council-and-elections/elections-and-voting/2026-local-elections-results,official_declared,,
2026,Greenwich,Abbey Wood,HANDYSIDE Ruth,Reform UK,Reform UK,968,False,Not Elected,11916,8.12,6,Labour Party,128,37.0,4250,,#12B6CF,https://www.royalgreenwich.gov.uk/council-and-elections/elections-and-voting/2026-local-elections-results,official_declared,,
2026,Greenwich,Abbey Wood,HEADON Finbarr Dominic,Liberal Democrats,Liberal Democrats,202,False,Not Elected,11916,1.7,13,Labour Party,128,37.0,4250,,#FAA61A,https://www.royalgreenwich.gov.uk/council-and-elections/elections-and-voting/2026-local-elections-results,official_declared,,
2026,Greenwich,Abbey Wood,HEADON Thomas,Liberal Democrats,Liberal Democrats,166,False,Not Elected,11916,1.39,15,Labour Party,128,37.0,4250,,#FAA61A,https://www.royalgreenwich.gov.uk/council-and-elections/elections-and-voting/2026-local-elections-results,official_declared,,
2026,Greenwich,Abbey Wood,JOHNSON Ronie Devere,Independent,Independent,177,False,Not Elected,11916,1.49,14,Labour Party,128,37.0,4250,,#94A3B8,https://www.royalgreenwich.gov.uk/council-and-elections/elections-and-voting/2026-local-elections-results,official_declared,,
2026,Greenwich,Abbey Wood,POWERS Austin,Reform UK,Reform UK,937,False,Not Elected,11916,7.86,7,Labour Party,128,37.0,4250,,#12B6CF,https://www.royalgreenwich.gov.uk/council-and-elections/elections-and-voting/2026-local-elections-results,official_declared,,
2026,Greenwich,Abbey Wood,PRESTON Ben,Green Party,Green Party,1083,False,Not Elected,11916,9.09,5,Labour Party,128,37.0,4250,,#02A95B,https://www.royalgreenwich.gov.uk/council-and-elections/elections-and-voting/2026-local-elections-results,official_declared,,
2026,Greenwich,Abbey Wood,ROBINSON Simon,Liberal Democrats,Liberal Democrats,140,False,Not Elected,11916,1.17,16,Labour Party,128,37.0,4250,,#FAA61A,https://www.royalgreenwich.gov.uk/council-and-elections/elections-and-voting/2026-local-elections-results,official_declared,,
2026,Greenwich,Abbey Wood,RODWELL Gregory,Reform UK,Reform UK,910,False,Not Elected,11916,7.64,8,Labour Party,128,37.0,4250,,#12B6CF,https://www.royalgreenwich.gov.uk/council-and-elections/elections-and-voting/2026-local-elections-results,official_declared,,
2026,Greenwich,Abbey Wood,SKABRIN Angela,Local Conservatives,Conservative Party,273,False,Not Elected,11916,2.29,12,Labour Party,128,37.0,4250,,#0087DC,https://www.royalgreenwich.gov.uk/council-and-elections/elections-and-voting/2026-local-elections-results,official_declared,,
2026,Greenwich,Blackheath Westcombe,ALLMAN Trevor William,The Official Monster Raving Loony Party,The Official Monster Raving Loony Party,121,False,Not Elected,16795,0.72,16,Labour Party,4,53.8,5901,,#64748B,https://www.royalgreenwich.gov.uk/council-and-elections/elections-and-voting/2026-local-elections-results,official_declared,,
2026,Greenwich,Blackheath Westcombe,BRIGHTY Geoff,Local Conservatives,Conservative Party,1510,False,Not Elected,16795,8.99,4,Labour Party,4,53.8,5901,,#0087DC,https://www.royalgreenwich.gov.uk/council-and-elections/elections-and-voting/2026-local-elections-results,official_declared,,
2026,Greenwich,Blackheath Westcombe,FLETCHER Leo Sean,Labour and Co-operative Party,Labour Party,1844,True,Elected,16795,10.98,2,Labour Party,4,53.8,5901,,#E4003B,https://www.royalgreenwich.gov.uk/council-and-elections/elections-and-voting/2026-local-elections-results,official_declared,,
2026,Greenwich,Blackheath Westcombe,HAGA Jasmine,Green Party,Green Party,1557,True,Elected,16795,9.27,3,Labour Party,4,53.8,5901,,#02A95B,https://www.royalgreenwich.gov.uk/council-and-elections/elections-and-voting/2026-local-elections-results,official_declared,,
2026,Greenwich,Blackheath Westcombe,HUTCHCROFT Deramore,Liberal Democrats,Liberal Democrats,642,False,Not Elected,16795,3.82,12,Labour Party,4,53.8,5901,,#FAA61A,https://www.royalgreenwich.gov.uk/council-and-elections/elections-and-voting/2026-local-elections-results,official_declared,,
2026,Greenwich,Blackheath Westcombe,KAY Ray,Liberal Democrats,Liberal Democrats,647,False,Not Elected,16795,3.85,11,Labour Party,4,53.8,5901,,#FAA61A,https://www.royalgreenwich.gov.uk/council-and-elections/elections-and-voting/2026-local-elections-results,official_declared,,
2026,Greenwich,Blackheath Westcombe,KENNEDY Robert,Reform UK,Reform UK,627,False,Not Elected,16795,3.73,13,Labour Party,4,53.8,5901,,#12B6CF,https://www.royalgreenwich.gov.uk/council-and-elections/elections-and-voting/2026-local-elections-results,official_declared,,
2026,Greenwich,Blackheath Westcombe,LAVRENTIEV Vlad,Reform UK,Reform UK,519,False,Not Elected,16795,3.09,14,Labour Party,4,53.8,5901,,#12B6CF,https://www.royalgreenwich.gov.uk/council-and-elections/elections-and-voting/2026-local-elections-results,official_declared,,
2026,Greenwich,Blackheath Westcombe,LOLAVAR Mariam,Labour and Co-operative Party,Labour Party,1848,True,Elected,16795,11.0,1,Labour Party,4,53.8,5901,,#E4003B,https://www.royalgreenwich.gov.uk/council-and-elections/elections-and-voting/2026-local-elections-results,official_declared,,
2026,Greenwich,Blackheath Westcombe,MOORE Fiona,Green Party,Green Party,1502,False,Not Elected,16795,8.94,5,Labour Party,4,53.8,5901,,#02A95B,https://www.royalgreenwich.gov.uk/council-and-elections/elections-and-voting/2026-local-elections-results,official_declared,,
2026,Greenwich,Blackheath Westcombe,PFEIFFER Mary,Local Conservatives,Conservative Party,1130,False,Not Elected,16795,6.73,9,Labour Party,4,53.8,5901,,#0087DC,https://www.royalgreenwich.gov.uk/council-and-elections/elections-and-voting/2026-local-elections-results,official_declared,,
2026,Greenwich,Blackheath Westcombe,ST.MATTHEW-DANIEL Christine,Labour and Co-operative Party,Labour Party,1175,False,Not Elected,16795,7.0,7,Labour Party,4,53.8,5901,,#E4003B,https://www.royalgreenwich.gov.uk/council-and-elections/elections-and-voting/2026-local-elections-results,official_declared,,
2026,Greenwich,Blackheath Westcombe,THIAGARAJ Meena,Green Party,Green Party,1400,False,Not Elected,16795,8.34,6,Labour Party,4,53.8,5901,,#02A95B,https://www.royalgreenwich.gov.uk/council-and-elections/elections-and-voting/2026-local-elections-results,official_declared,,
2026,Greenwich,Blackheath Westcombe,WALSH Sian,Liberal Democrats,Liberal Democrats,652,False,Not Elected,16795,3.88,10,Labour Party,4,53.8,5901,,#FAA61A,https://www.royalgreenwich.gov.uk/council-and-elections/elections-and-voting/2026-local-elections-results,official_declared,,
2026,Greenwich,Blackheath Westcombe,WATERS Tim,Local Conservatives,Conservative Party,1132,False,Not Elected,16795,6.74,8,Labour Party,4,53.8,5901,,#0087DC,https://www.royalgreenwich.gov.uk/council-and-elections/elections-and-voting/2026-local-elections-results,official_declared,,
2026,Greenwich,Blackheath Westcombe,WRESNIWIRO Topo,Reform UK,Reform UK,489,False,Not Elected,16795,2.91,15,Labour Party,4,53.8,5901,,#12B6CF,https://www.royalgreenwich.gov.uk/council-and-elections/elections-and-voting/2026-local-elections-results,official_declared,,
2026,Greenwich,Charlton Hornfair,ALBISTON Bren,Labour Party,Labour Party,1207,True,Elected,6932,17.41,2,Green Party,82,44.7,3549,,#E4003B,https://www.royalgreenwich.gov.uk/council-and-elections/elections-and-voting/2026-local-elections-results,official_declared,,
2026,Greenwich,Charlton Hornfair,BURRIDGE Sam,Liberal Democrats,Liberal Democrats,258,False,Not Elected,6932,3.72,9,Green Party,82,44.7,3549,,#FAA61A,https://www.royalgreenwich.gov.uk/council-and-elections/elections-and-voting/2026-local-elections-results,official_declared,,
2026,Greenwich,Charlton Hornfair,DUNN Philip Mark,Reform UK,Reform UK,587,False,Not Elected,6932,8.47,5,Green Party,82,44.7,3549,,#12B6CF,https://www.royalgreenwich.gov.uk/council-and-elections/elections-and-voting/2026-local-elections-results,official_declared,,
2026,Greenwich,Charlton Hornfair,FIENNES Rupert,Local Conservatives,Conservative Party,340,False,Not Elected,6932,4.9,7,Green Party,82,44.7,3549,,#0087DC,https://www.royalgreenwich.gov.uk/council-and-elections/elections-and-voting/2026-local-elections-results,official_declared,,
2026,Greenwich,Charlton Hornfair,HISBANI Ambreen,Labour Party,Labour Party,1022,False,Not Elected,6932,14.74,4,Green Party,82,44.7,3549,,#E4003B,https://www.royalgreenwich.gov.uk/council-and-elections/elections-and-voting/2026-local-elections-results,official_declared,,
2026,Greenwich,Charlton Hornfair,HOLLAND Jessica,Green Party,Green Party,1289,True,Elected,6932,18.59,1,Green Party,82,44.7,3549,,#02A95B,https://www.royalgreenwich.gov.uk/council-and-elections/elections-and-voting/2026-local-elections-results,official_declared,,
2026,Greenwich,Charlton Hornfair,KELLY Ann Teresa,Reform UK,Reform UK,558,False,Not Elected,6932,8.05,6,Green Party,82,44.7,3549,,#12B6CF,https://www.royalgreenwich.gov.uk/council-and-elections/elections-and-voting/2026-local-elections-results,official_declared,,
2026,Greenwich,Charlton Hornfair,SALDIN Lakshan,Green Party,Green Party,1189,False,Not Elected,6932,17.15,3,Green Party,82,44.7,3549,,#02A95B,https://www.royalgreenwich.gov.uk/council-and-elections/elections-and-voting/2026-local-elections-results,official_declared,,
2026,Greenwich,Charlton Hornfair,WATERS Frederick,Local Conservatives,Conservative Party,293,False,Not Elected,6932,4.23,8,Green Party,82,44.7,3549,,#0087DC,https://www.royalgreenwich.gov.uk/council-and-elections/elections-and-voting/2026-local-elections-results,official_declared,,
2026,Greenwich,Charlton Hornfair,WATKIN Stuart,Liberal Democrats,Liberal Democrats,189,False,Not Elected,6932,2.73,10,Green Party,82,44.7,3549,,#FAA61A,https://www.royalgreenwich.gov.uk/council-and-elections/elections-and-voting/2026-local-elections-results,official_declared,,
2026,Greenwich,Charlton Village and Riverside,BRILEY Stephen,Reform UK,Reform UK,434,False,Not Elected,5717,7.59,5,Labour Party,109,42.4,2933,,#12B6CF,https://www.royalgreenwich.gov.uk/council-and-elections/elections-and-voting/2026-local-elections-results,official_declared,,
2026,Greenwich,Charlton Village and Riverside,COWLEY Andrew James,Green Party,Green Party,978,False,Not Elected,5717,17.11,3,Labour Party,109,42.4,2933,,#02A95B,https://www.royalgreenwich.gov.uk/council-and-elections/elections-and-voting/2026-local-elections-results,official_declared,,
2026,Greenwich,Charlton Village and Riverside,DARK Gary,Green Party,Green Party,912,False,Not Elected,5717,15.95,4,Labour Party,109,42.4,2933,,#02A95B,https://www.royalgreenwich.gov.uk/council-and-elections/elections-and-voting/2026-local-elections-results,official_declared,,
2026,Greenwich,Charlton Village and Riverside,EVERETT Caroline,Reform UK,Reform UK,422,False,Not Elected,5717,7.38,6,Labour Party,109,42.4,2933,,#12B6CF,https://www.royalgreenwich.gov.uk/council-and-elections/elections-and-voting/2026-local-elections-results,official_declared,,
2026,Greenwich,Charlton Village and Riverside,GARDNER David Llewellyn,Labour and Co-operative Party,Labour Party,1174,True,Elected,5717,20.54,1,Labour Party,109,42.4,2933,,#E4003B,https://www.royalgreenwich.gov.uk/council-and-elections/elections-and-voting/2026-local-elections-results,official_declared,,
2026,Greenwich,Charlton Village and Riverside,HORRELL Geoff,Liberal Democrats,Liberal Democrats,180,False,Not Elected,5717,3.15,8,Labour Party,109,42.4,2933,,#FAA61A,https://www.royalgreenwich.gov.uk/council-and-elections/elections-and-voting/2026-local-elections-results,official_declared,,
2026,Greenwich,Charlton Village and Riverside,JEFFERY Tim,Liberal Democrats,Liberal Democrats,163,False,Not Elected,5717,2.85,10,Labour Party,109,42.4,2933,,#FAA61A,https://www.royalgreenwich.gov.uk/council-and-elections/elections-and-voting/2026-local-elections-results,official_declared,,
2026,Greenwich,Charlton Village and Riverside,JINARU Ivan,Local Conservatives,Conservative Party,214,False,Not Elected,5717,3.74,7,Labour Party,109,42.4,2933,,#0087DC,https://www.royalgreenwich.gov.uk/council-and-elections/elections-and-voting/2026-local-elections-results,official_declared,,
2026,Greenwich,Charlton Village and Riverside,KUNCHAMWAR Sandeep,Local Conservatives,Conservative Party,175,False,Not Elected,5717,3.06,9,Labour Party,109,42.4,2933,,#0087DC,https://www.royalgreenwich.gov.uk/council-and-elections/elections-and-voting/2026-local-elections-results,official_declared,,
2026,Greenwich,Charlton Village and Riverside,VAN DEN BROEK Jo,Labour and Co-operative Party,Labour Party,1065,True,Elected,5717,18.63,2,Labour Party,109,42.4,2933,,#E4003B,https://www.royalgreenwich.gov.uk/council-and-elections/elections-and-voting/2026-local-elections-results,official_declared,,
2026,Greenwich,East Greenwich,BINGHAM Oliver,Local Conservatives,Conservative Party,434,False,Not Elected,13213,3.28,10,Green Party,28,43.4,4523,,#0087DC,https://www.royalgreenwich.gov.uk/council-and-elections/elections-and-voting/2026-local-elections-results,official_declared,,
2026,Greenwich,East Greenwich,BRINSON David,Local Conservatives,Conservative Party,406,False,Not Elected,13213,3.07,11,Green Party,28,43.4,4523,,#0087DC,https://www.royalgreenwich.gov.uk/council-and-elections/elections-and-voting/2026-local-elections-results,official_declared,,
2026,Greenwich,East Greenwich,CUMMINS Erik,Labour Party,Labour Party,1341,False,Not Elected,13213,10.15,5,Green Party,28,43.4,4523,,#E4003B,https://www.royalgreenwich.gov.uk/council-and-elections/elections-and-voting/2026-local-elections-results,official_declared,,
2026,Greenwich,East Greenwich,EDGAR George,Green Party,Green Party,1899,True,Elected,13213,14.37,2,Green Party,28,43.4,4523,,#02A95B,https://www.royalgreenwich.gov.uk/council-and-elections/elections-and-voting/2026-local-elections-results,official_declared,,
2026,Greenwich,East Greenwich,IVES Patrick Thomas,Green Party,Green Party,1845,True,Elected,13213,13.96,3,Green Party,28,43.4,4523,,#02A95B,https://www.royalgreenwich.gov.uk/council-and-elections/elections-and-voting/2026-local-elections-results,official_declared,,
2026,Greenwich,East Greenwich,JEFFORD James,Liberal Democrats,Liberal Democrats,298,False,Not Elected,13213,2.26,13,Green Party,28,43.4,4523,,#FAA61A,https://www.royalgreenwich.gov.uk/council-and-elections/elections-and-voting/2026-local-elections-results,official_declared,,
2026,Greenwich,East Greenwich,KELLY Charlie Michael James,Reform UK,Reform UK,523,False,Not Elected,13213,3.96,7,Green Party,28,43.4,4523,,#12B6CF,https://www.royalgreenwich.gov.uk/council-and-elections/elections-and-voting/2026-local-elections-results,official_declared,,
2026,Greenwich,East Greenwich,LAND Jo,Green Party,Green Party,1927,True,Elected,13213,14.58,1,Green Party,28,43.4,4523,,#02A95B,https://www.royalgreenwich.gov.uk/council-and-elections/elections-and-voting/2026-local-elections-results,official_declared,,
2026,Greenwich,East Greenwich,MARKOV Martin,Reform UK,Reform UK,492,False,Not Elected,13213,3.72,9,Green Party,28,43.4,4523,,#12B6CF,https://www.royalgreenwich.gov.uk/council-and-elections/elections-and-voting/2026-local-elections-results,official_declared,,
2026,Greenwich,East Greenwich,RAHMAN Majid,Labour Party,Labour Party,1267,False,Not Elected,13213,9.59,6,Green Party,28,43.4,4523,,#E4003B,https://www.royalgreenwich.gov.uk/council-and-elections/elections-and-voting/2026-local-elections-results,official_declared,,
2026,Greenwich,East Greenwich,RICHARDS COTTELL Maisie,Labour Party,Labour Party,1437,False,Not Elected,13213,10.88,4,Green Party,28,43.4,4523,,#E4003B,https://www.royalgreenwich.gov.uk/council-and-elections/elections-and-voting/2026-local-elections-results,official_declared,,
2026,Greenwich,East Greenwich,ROGERS Josh,Liberal Democrats,Liberal Democrats,252,False,Not Elected,13213,1.91,14,Green Party,28,43.4,4523,,#FAA61A,https://www.royalgreenwich.gov.uk/council-and-elections/elections-and-voting/2026-local-elections-results,official_declared,,
2026,Greenwich,East Greenwich,WARD Darren,Reform UK,Reform UK,506,False,Not Elected,13213,3.83,8,Green Party,28,43.4,4523,,#12B6CF,https://www.royalgreenwich.gov.uk/council-and-elections/elections-and-voting/2026-local-elections-results,official_declared,,
2026,Greenwich,East Greenwich,WATKINS Kieran,Liberal Democrats,Liberal Democrats,246,False,Not Elected,13213,1.86,15,Green Party,28,43.4,4523,,#FAA61A,https://www.royalgreenwich.gov.uk/council-and-elections/elections-and-voting/2026-local-elections-results,official_declared,,
2026,Greenwich,East Greenwich,WELLER Brian,Local Conservatives,Conservative Party,340,False,Not Elected,13213,2.57,12,Green Party,28,43.4,4523,,#0087DC,https://www.royalgreenwich.gov.uk/council-and-elections/elections-and-voting/2026-local-elections-results,official_declared,,
2026,Greenwich,Eltham Page,BANKS Paul Trevor,Reform UK,Reform UK,940,True,Elected,5209,18.05,1,Reform UK,28,40.5,2719,,#12B6CF,https://www.royalgreenwich.gov.uk/council-and-elections/elections-and-voting/2026-local-elections-results,official_declared,,
2026,Greenwich,Eltham Page,DICKENSON Jane,Labour and Co-operative Party,Labour Party,912,True,Elected,5209,17.51,2,Reform UK,28,40.5,2719,,#E4003B,https://www.royalgreenwich.gov.uk/council-and-elections/elections-and-voting/2026-local-elections-results,official_declared,,
2026,Greenwich,Eltham Page,DRURY Spencer,Local Conservatives,Conservative Party,380,False,Not Elected,5209,7.3,7,Reform UK,28,40.5,2719,,#0087DC,https://www.royalgreenwich.gov.uk/council-and-elections/elections-and-voting/2026-local-elections-results,official_declared,,
2026,Greenwich,Eltham Page,JAMES Colin,Green Party,Green Party,465,False,Not Elected,5209,8.93,5,Reform UK,28,40.5,2719,,#02A95B,https://www.royalgreenwich.gov.uk/council-and-elections/elections-and-voting/2026-local-elections-results,official_declared,,
2026,Greenwich,Eltham Page,MAY Chris,Labour and Co-operative Party,Labour Party,797,False,Not Elected,5209,15.3,3,Reform UK,28,40.5,2719,,#E4003B,https://www.royalgreenwich.gov.uk/council-and-elections/elections-and-voting/2026-local-elections-results,official_declared,,
2026,Greenwich,Eltham Page,MILLS Alistair,Liberal Democrats,Liberal Democrats,124,False,Not Elected,5209,2.38,9,Reform UK,28,40.5,2719,,#FAA61A,https://www.royalgreenwich.gov.uk/council-and-elections/elections-and-voting/2026-local-elections-results,official_declared,,
2026,Greenwich,Eltham Page,QADAR Siama,Reform UK,Reform UK,790,False,Not Elected,5209,15.17,4,Reform UK,28,40.5,2719,,#12B6CF,https://www.royalgreenwich.gov.uk/council-and-elections/elections-and-voting/2026-local-elections-results,official_declared,,
2026,Greenwich,Eltham Page,RAMCHARAN Robert,Green Party,Green Party,400,False,Not Elected,5209,7.68,6,Reform UK,28,40.5,2719,,#02A95B,https://www.royalgreenwich.gov.uk/council-and-elections/elections-and-voting/2026-local-elections-results,official_declared,,
2026,Greenwich,Eltham Page,RUSSELL Phil,Local Conservatives,Conservative Party,303,False,Not Elected,5209,5.82,8,Reform UK,28,40.5,2719,,#0087DC,https://www.royalgreenwich.gov.uk/council-and-elections/elections-and-voting/2026-local-elections-results,official_declared,,
2026,Greenwich,Eltham Page,SHUBERT Elliot,Liberal Democrats,Liberal Democrats,98,False,Not Elected,5209,1.88,10,Reform UK,28,40.5,2719,,#FAA61A,https://www.royalgreenwich.gov.uk/council-and-elections/elections-and-voting/2026-local-elections-results,official_declared,,
2026,Greenwich,Eltham Park and Progress,ACHILLI Christian,Reform UK,Reform UK,1106,False,Not Elected,8759,12.63,3,Labour Party,54,57.7,4487,,#12B6CF,https://www.royalgreenwich.gov.uk/council-and-elections/elections-and-voting/2026-local-elections-results,official_declared,,
